drug_id	target_id	action
DB04836	P31645	unknown
DB04837	P35367	ant/agonist
DB04838	P54289	inhibitor
DB04838	P23141	unknown
DB04838	P08684	substrate
DB04839	P10275	ant/agonist
DB04839	P07288	unknown
DB04839	P08684	inhibitor
DB04839	P11511	inhibitor
DB04840	P23975	other
DB04840	P10635	substrate
DB04840	P04798	substrate
DB04840	P08183	substrate
DB04841	O43497	inhibitor
DB04841	O95180	inhibitor
DB04841	Q9P0X4	inhibitor
DB04841	P35367	ant/agonist
DB04841	P0DP23	ant/agonist
DB04841	P10635	substrate
DB04841	P11712	substrate
DB04841	P04798	substrate
DB04841	P05177	substrate
DB04841	P11509	substrate
DB04841	P08684	substrate
DB04842	P14416	ant/agonist
DB04842	P28223	ant/agonist
DB04842	Q06432	inhibitor
DB04842	P08684	substrate
DB04843	P11229	ant/agonist
DB04843	P20309	ant/agonist
DB04844	Q05940	inhibitor
DB04844	P14416	inhibitor
DB04844	P10635	substrate
DB04844	P16152	substrate
DB04845	Q13509	inhibitor
DB04845	P08684	inhibitor
DB04845	P08183	inhibitor
DB04846	P08588	ant/agonist
DB04846	P07550	ant/agonist
DB04846	P13945	ant/agonist
DB04846	P08913	ant/agonist
DB04846	P18089	ant/agonist
DB04846	P18825	ant/agonist
DB04846	P10635	substrate
DB04847	Q9GZT9	unknown
DB04847	Q96KS0	unknown
DB04847	Q9H6Z9	unknown
DB04849	P35968	unknown
DB04850	P21397	unknown
DB04850	Q9Y6L6	inhibitor
DB04851	Q2M3G0	unknown
DB04851	P33527	unknown
DB04851	Q9UNQ0	unknown
DB04851	P08183	inhibitor
DB04852	P55157	unknown
DB04853	P29274	unknown
DB04854	P47989	inhibitor
DB04855	P35348	ant/agonist
DB04855	P35368	ant/agonist
DB04855	P25100	ant/agonist
DB04855	P08913	ant/agonist
DB04855	P18089	ant/agonist
DB04855	P18825	ant/agonist
DB04855	P08588	ant/agonist
DB04855	Q12809	inhibitor
DB04855	Q13936	inhibitor
DB04855	Q01668	inhibitor
DB04855	O60840	inhibitor
DB04855	Q13698	inhibitor
DB04855	Q02641	inhibitor
DB04855	Q08289	inhibitor
DB04855	P54284	inhibitor
DB04855	O00305	inhibitor
DB04855	O95069	inhibitor
DB04855	Q14524	inhibitor
DB04855	P48549	inhibitor
DB04855	P51787	inhibitor
DB04855	Q14500	inhibitor
DB04855	P32418	inhibitor
DB04855	Q9UK17	inhibitor
DB04855	P10827	inhibitor
DB04855	P08684	inhibitor
DB04855	P10635	inhibitor
DB04855	P20815	inhibitor
DB04855	P51589	inhibitor
DB04855	P02768	other
DB04855	P08183	inhibitor
DB04855	O15244	inhibitor
DB04855	O15245	inhibitor
DB04855	Q9Y6L6	inhibitor
DB04855	Q9NPD5	inhibitor
DB04855	Q8TCC7	inhibitor
DB04856	P32238	unknown
DB04856	P20815	substrate
DB04856	P08684	substrate
DB04856	P11712	inhibitor
DB04856	P20813	substrate
DB04856	P05181	substrate
DB04857	P14416	unknown
DB04858	P05181	substrate
DB04859	P22303	unknown
DB04860	Q9NYK1	unknown
DB04861	P08588	ant/agonist
DB04861	P07550	ant/agonist
DB04861	P13945	ant/agonist
DB04861	P10635	substrate
DB04861	P08684	substrate
DB04861	P33261	substrate
DB04861	P02768	other
DB04862	P0C0H6	unknown
DB04863	P08514	unknown
DB04863	P05106	unknown
DB04864	P22303	inhibitor
DB04865	P20276	ant/agonist
DB04865	P39023	ant/agonist
DB04866	P02452	unknown
DB04866	P08253	unknown
DB04867	P32238	unknown
DB04868	P00519	inhibitor
DB04868	P10721	ant/agonist
DB04868	P08684	inhibitor
DB04868	P10632	inhibitor
DB04868	P11712	inhibitor
DB04868	P10635	inhibitor
DB04868	P20813	other
DB04868	P08183	inhibitor
DB04868	Q9UNQ0	inhibitor
DB04868	P22309	inhibitor
DB04868	Q9Y6L6	inhibitor
DB04869	P06881	unknown
DB04869	Q16602	unknown
DB04871	P28335	unknown
DB04871	P05177	substrate
DB04871	P11509	substrate
DB04871	P20813	substrate
DB04871	P33261	substrate
DB04871	P10635	inhibitor
DB04871	P08684	substrate
DB04871	Q01740	substrate
DB04871	P04798	substrate
DB04872	P29371	unknown
DB04873	Q13639	unknown
DB04875	P29466	unknown
DB04876	P27487	inhibitor
DB04877	P08183	inhibitor
DB04878	O43451	inhibitor
DB04879	P17948	unknown
DB04879	P35968	unknown
DB04879	P35916	unknown
DB04880	Q14432	inhibitor
DB04881	P08183	inhibitor
DB04881	Q9UNQ0	inhibitor
DB04882	P11387	unknown
DB04883	P25101	unknown
DB04884	P08908	unknown
DB04884	P28222	unknown
DB04884	P28335	unknown
DB04884	P08684	inhibitor
DB04884	P10635	inhibitor
DB04885	P46098	unknown
DB04886	P03369	unknown
DB04886	P08684	substrate
DB04887	Q72874	unknown
DB04888	P14416	unknown
DB04888	P08908	unknown
DB04889	P23975	unknown
DB04889	P31645	unknown
DB04889	P14416	unknown
DB04889	P10635	substrate
DB04889	P27338	substrate
DB04889	P05177	substrate
DB04889	P21397	substrate
DB04890	P35367	ant/agonist
DB04891	Q15648	unknown
DB04891	P11473	unknown
DB04892	P22303	unknown
DB04892	P06276	inhibitor
DB04892	P05067	unknown
DB04893	P49356	unknown
DB04893	P49354	unknown
DB04894	P30874	other
DB04894	P35346	ant/agonist
DB04894	P25103	ant/agonist
DB04894	P08684	inhibitor
DB04895	O14786	unknown
DB04896	P31645	inhibitor
DB04896	P23975	inhibitor
DB04896	Q05586	inhibitor
DB04896	P08684	inhibitor
DB04898	P00734	inhibitor
DB04898	P11712	substrate
DB04899	P16066	other
DB04899	P20594	unknown
DB04899	P17342	unknown
DB04901	P33681	other
DB04903	P47869	unknown
DB04903	P34903	unknown
DB04905	P08183	other
DB04905	P35367	ant/agonist
DB04905	P08684	inhibitor
DB04905	P10635	substrate
DB04905	P04798	substrate
DB04908	P08908	ant/agonist
DB04908	P28223	ant/agonist
DB04908	P21917	ant/agonist
DB04908	P08684	substrate
DB04908	P08183	inhibitor
DB04910	P68371	unknown
DB04911	P08684	inhibitor
DB04911	P10635	inhibitor
DB04911	P11712	inhibitor
DB04911	P33261	inhibitor
DB04911	P02768	other
DB04912	P09601	unknown
DB04912	P30519	unknown
DB04915	Q16206	unknown
DB04917	P46098	unknown
DB04917	Q13639	unknown
DB04918	Q7DHH4	unknown
DB04918	P14677	unknown
DB04918	P0AD68	unknown
DB04919	P02671	unknown
DB04919	P02675	unknown
DB04920	O60840	unknown
DB04920	Q13698	unknown
DB04920	Q01668	unknown
DB04920	Q13936	unknown
DB04920	P11712	inhibitor
DB04920	P10635	substrate
DB04920	P05181	substrate
DB04920	P33261	inhibitor
DB04920	P08684	inhibitor
DB04920	P06276	substrate
DB04924	P14416	unknown
DB04924	P22303	inhibitor
DB04925	P00747	unknown
DB04926	Q8TCU5	unknown
DB04929	P20292	unknown
DB04930	P35498	inhibitor
DB04930	P03372	unknown
DB04930	O75469	unknown
DB04930	P20813	substrate
DB04931	Q01726	ant/agonist
DB04932	P30542	unknown
DB04932	P29274	unknown
DB04932	P29275	unknown
DB04933	O00206	unknown
DB04934	P0A8V2	unknown
DB04934	P08684	substrate
DB04938	P03372	ant/agonist
DB04938	P08684	substrate
DB04938	P11712	substrate
DB04938	P33261	substrate
DB04938	P20813	substrate
DB04938	P10635	inhibitor
DB04941	P13569	ant/agonist
DB04941	Q5XXA6	ant/agonist
DB04942	P10276	ant/agonist
DB04942	P10826	ant/agonist
DB04942	P29762	unknown
DB04946	P28223	ant/agonist
DB04946	P14416	ant/agonist
DB04946	P21728	ant/agonist
DB04946	P35462	ant/agonist
DB04946	P21917	ant/agonist
DB04946	P08908	ant/agonist
DB04946	P50406	ant/agonist
DB04946	P34969	ant/agonist
DB04946	P35348	ant/agonist
DB04946	P35367	ant/agonist
DB04946	P18825	ant/agonist
DB04946	P10635	substrate
DB04946	P08684	substrate
DB04946	P20815	substrate
DB04946	P24462	substrate
DB04946	P05181	substrate
DB04947	Q01959	unknown
DB04948	P08913	ant/agonist
DB04948	P35348	ant/agonist
DB04948	P08908	ant/agonist
DB04948	P34969	ant/agonist
DB04948	P28335	ant/agonist
DB04948	P28221	ant/agonist
DB04948	P10635	substrate
DB04948	P05177	substrate
DB04948	P33261	substrate
DB04948	Q2M3G0	inhibitor
DB04948	Q96FL8	inhibitor
DB04951	P09958	unknown
DB04951	P05177	inhibitor
DB04953	O43526	unknown
DB04953	O43525	unknown
DB04953	P56696	unknown
DB04953	Q9NR82	unknown
DB04953	P22309	substrate
DB04953	P35503	substrate
DB04953	P22310	substrate
DB04953	O60656	substrate
DB04953	P11245	substrate
DB04954	P30542	unknown
DB04956	P01375	unknown
DB04957	P15382	unknown
DB04957	P51787	unknown
DB04957	Q12809	unknown
DB04957	P04798	substrate
DB04957	P08684	substrate
DB04957	P20815	substrate
DB04957	P10635	substrate
DB04958	P20273	unknown
DB04959	P08729	unknown
DB04959	Q5T4S7	unknown
DB04960	P49356	unknown
DB04960	P08183	inhibitor
DB04961	P27707	other
DB04964	Q8WXI7	unknown
DB04967	P11388	inhibitor
DB04967	P27695	inhibitor
DB04967	P11387	inhibitor
DB04970	P08908	unknown
DB04971	Q07869	unknown
DB04971	P37231	unknown
DB04972	P09211	unknown
DB04973	P04049	unknown
DB04974	P42345	other
DB04975	P11388	unknown
DB04975	P04798	substrate
DB04975	P08684	substrate
DB04975	P20813	substrate
DB04977	P08684	substrate
DB04977	P11509	substrate
DB04977	P05181	substrate
DB04977	Q02928	substrate
DB04978	P11388	unknown
DB04982	P42261	unknown
DB04982	P42262	unknown
DB04982	P42263	unknown
DB04982	P48058	unknown
DB04983	P41231	unknown
DB04985	P08865	unknown
DB04988	P00533	unknown
DB04988	P04626	unknown
DB04991	O14672	unknown
DB04997	P13612	unknown
DB04998	Q9Y6K9	unknown
DB05001	P27487	unknown
DB05003	P31350	unknown
DB05003	P23921	unknown
DB05004	P49146	unknown
DB05004	P25929	unknown
DB05004	Q15761	unknown
DB05004	P50391	unknown
DB05009	P29274	unknown
DB05010	Q9UBS5	unknown
DB05010	O75899	unknown
DB05012	P23975	unknown
DB05013	Q05655	other
DB05013	P17252	other
DB05014	P22607	unknown
DB05014	P11362	unknown
DB05014	P35968	unknown
DB05014	P36888	unknown
DB05014	P09619	unknown
DB05014	O43519	unknown
DB05015	Q13547	inhibitor
DB05015	P22310	inhibitor
DB05015	P10632	inhibitor
DB05015	P11712	inhibitor
DB05015	P05177	other
DB05015	P08183	substrate
DB05016	O60656	substrate
DB05016	Q4U2R8	inhibitor
DB05016	Q8TCC7	inhibitor
DB05016	Q9NPD5	inhibitor
DB05017	P01375	unknown
DB05017	P05231	unknown
DB05018	P06280	unknown
DB05018	P22309	substrate
DB05020	O11885	unknown
DB05022	P11388	unknown
DB05022	Q02880	unknown
DB05023	P08069	unknown
DB05024	Q07973	unknown
DB05024	P11473	unknown
DB05025	P00441	unknown
DB05029	P47712	inhibitor
DB05032	Q9H3N8	unknown
DB05033	Q13443	unknown
DB05034	P16066	unknown
DB05035	P10827	unknown
DB05035	P10828	unknown
DB05036	Q86US8	unknown
DB05036	Q96KG9	unknown
DB05036	Q15185	unknown
DB05036	O14746	unknown
DB05038	P30411	ant/agonist
DB05039	P07550	ant/agonist
DB05039	P08684	substrate
DB05039	P22309	substrate
DB05039	P08183	substrate
DB05042	P50406	unknown
DB05045	P50391	unknown
DB05045	P49146	unknown
DB05046	P41145	unknown
DB05046	P35372	unknown
DB05047	P48058	unknown
DB05047	P23560	unknown
DB05047	P42261	unknown
DB05047	P42262	unknown
DB05047	P42263	unknown
DB05049	P46098	unknown
DB05050	P41143	unknown
DB05052	Q92731	unknown
DB05053	P09467	unknown
DB05057	P00813	inhibitor
DB05060	O39930	unknown
DB05064	P28845	unknown
DB05069	Q9GZZ6	unknown
DB05069	Q9UGM1	unknown
DB05070	P41594	unknown
DB05072	P25103	unknown
DB05075	P17948	unknown
DB05075	P35968	unknown
DB05075	P35916	unknown
DB05075	P41240	unknown
DB05076	P02753	unknown
DB05077	P21554	unknown
DB05078	P24394	unknown
DB05078	Q14627	unknown
DB05079	P35367	unknown
DB05079	P28223	unknown
DB05080	P35367	unknown
DB05080	Q9Y5N1	unknown
DB05084	Q03431	other
DB05085	P50391	unknown
DB05087	P14867	unknown
DB05087	P47869	unknown
DB05087	P34903	unknown
DB05087	P48169	unknown
DB05087	P31644	unknown
DB05087	Q16445	unknown
DB05088	P05067	unknown
DB05091	P30518	unknown
DB05092	P13612	unknown
DB05095	P35354	inhibitor
DB05096	Q14416	unknown
DB05096	Q14832	unknown
DB05097	P06731	inhibitor
DB05098	P48357	unknown
DB05099	P02671	unknown
DB05101	P00533	unknown
DB05102	P03303	unknown
DB05104	P41145	unknown
DB05105	Q8V397	unknown
DB05107	P11413	unknown
DB05109	P08684	substrate
DB05109	P11712	substrate
DB05109	P10635	substrate
DB05109	P05181	substrate
DB05109	P33261	substrate
DB05109	P23219	substrate
DB05110	P01579	unknown
DB05111	P01579	unknown
DB05115	P06213	unknown
DB05115	P05177	other
DB05116	P04818	unknown
DB05119	Q13093	unknown
DB05120	P06213	unknown
DB05121	P01903	unknown
DB05122	P13612	unknown
DB05122	P16144	unknown
DB05122	P26010	unknown
DB05125	Q02127	unknown
DB05127	Q9NYK1	unknown
DB05129	P11387	unknown
DB05129	P11388	unknown
DB05130	P41597	unknown
DB05131	P00740	unknown
DB05133	P01584	unknown
DB05134	P07900	unknown
DB05134	P08238	unknown
DB05134	P02768	unknown
DB05137	Q9UGM1	unknown
DB05137	Q9GZZ6	unknown
DB05137	P36544	unknown
DB05139	Q9GZP0	unknown
DB05141	O15392	unknown
DB05142	Q8IW54	unknown
DB05142	O00408	unknown
DB05146	P35968	unknown
DB05146	P10721	unknown
DB05146	P16234	unknown
DB05146	P09619	unknown
DB05147	Q71U36	unknown
DB05147	P68363	unknown
DB05147	Q9BQE3	unknown
DB05147	P68366	unknown
DB05147	Q13748	unknown
DB05147	Q6PEY2	unknown
DB05147	Q9H853	unknown
DB05147	Q9H4B7	unknown
DB05147	Q13885	unknown
DB05147	Q9BVA1	unknown
DB05147	P68371	unknown
DB05147	Q13509	unknown
DB05147	P04350	unknown
DB05147	P07437	unknown
DB05147	Q9BUF5	unknown
DB05149	O96017	unknown
DB05149	O14757	unknown
DB05150	P05067	unknown
DB05152	P11229	unknown
DB05154	P95029	other
DB05154	P9WJY5	other
DB05154	P9WIP7	other
DB05154	A0A0T9AZ62	other
DB05154	P9WGR1	other
DB05154	P08684	substrate
DB05154	P9WP15	substrate
DB05154	Q8TCC7	inhibitor
DB05155	P41145	unknown
DB05157	Q16539	unknown
DB05157	Q15759	unknown
DB05157	P53778	unknown
DB05157	O15264	unknown
DB05159	P41597	unknown
DB05161	P08246	unknown
DB05161	P24158	unknown
DB05161	P05164	inhibitor
DB05164	A1Z199	unknown
DB05165	P06730	unknown
DB05166	Q8TDV5	unknown
DB05168	P14207	unknown
DB05168	P41439	unknown
DB05168	P15328	unknown
DB05169	O14965	unknown
DB05169	Q96GD4	unknown
DB05171	Q96BI3	unknown
DB05171	Q9NZ42	unknown
DB05177	P09960	unknown
DB05183	O14920	unknown
DB05184	P08069	unknown
DB05184	P12931	unknown
DB05184	P00519	unknown
DB05184	P42684	unknown
DB05187	Q07869	unknown
DB05187	Q03181	unknown
DB05187	P37231	unknown
DB05188	Q03181	unknown
DB05190	P15056	unknown
DB05190	P04049	unknown
DB05191	P29274	unknown
DB05192	P10828	unknown
DB05194	P15509	unknown
DB05194	P04141	unknown
DB05194	Q16498	unknown
DB05197	P16152	inhibitor
DB05198	O14965	unknown
DB05198	P35968	unknown
DB05199	P17752	unknown
DB05200	P10253	unknown
DB05201	P21554	unknown
DB05202	P04275	unknown
DB05202	P07359	unknown
DB05203	Q9BYF1	unknown
DB05203	P00797	unknown
DB05204	Q06187	unknown
DB05205	P21397	unknown
DB05207	P01375	unknown
DB05207	P14778	unknown
DB05209	A6PZ59	unknown
DB05210	P27986	unknown
DB05210	O00459	unknown
DB05210	Q92569	unknown
DB05210	P78527	unknown
DB05210	P42345	unknown
DB05212	P19838	unknown
DB05212	Q00653	unknown
DB05212	P08684	substrate
DB05214	P35228	unknown
DB05217	P43490	unknown
DB05218	P01375	unknown
DB05219	P27815	inhibitor
DB05219	Q07343	inhibitor
DB05219	Q08493	inhibitor
DB05219	Q08499	inhibitor
DB05219	P20813	inhibitor
DB05219	P10632	inhibitor
DB05219	P11712	inhibitor
DB05220	O14965	unknown
DB05222	O30527	unknown
DB05223	Q13547	unknown
DB05223	Q92769	unknown
DB05223	O15379	unknown
DB05223	Q9UBN7	unknown
DB05224	Q6GJI1	unknown
DB05225	P20292	unknown
DB05226	P13843	unknown
DB05227	P28223	unknown
DB05228	P03369	unknown
DB05229	P43119	unknown
DB05229	P10632	substrate
DB05232	P35498	unknown
DB05232	Q99250	unknown
DB05232	Q9NY46	unknown
DB05232	Q9UQD0	unknown
DB05233	P03372	unknown
DB05234	P10275	unknown
DB05235	Q14894	unknown
DB05235	P10827	unknown
DB05235	P02766	unknown
DB05235	P05543	unknown
DB05239	Q02750	inhibitor
DB05239	P08684	substrate
DB05239	P08183	substrate
DB05239	Q9Y6L6	substrate
DB05239	Q9NPD5	inhibitor
DB05239	Q9UNQ0	inhibitor
DB05241	P42336	unknown
DB05241	P48736	unknown
DB05241	O00329	unknown
DB05241	P42338	unknown
DB05241	P42345	unknown
DB05243	O60674	unknown
DB05246	O43497	inhibitor
DB05246	P33261	inhibitor
DB05249	Q99062	unknown
DB05252	P35228	unknown
DB05253	P06401	unknown
DB05254	P05121	unknown
DB05254	P00749	unknown
DB05255	P41180	unknown
DB05255	Q5T601	unknown
DB05258	P17181	unknown
DB05258	P05177	inhibitor
DB05259	P04229	other
DB05260	P31350	inhibitor
DB05260	P21281	inhibitor
DB05260	P02818	ant/agonist
DB05260	Q9S427	inhibitor
DB05260	P01584	ant/agonist
DB05260	P02787	substrate
DB05260	P02786	unknown
DB05262	P47989	unknown
DB05264	P32927	unknown
DB05265	Q8NFA2	ant/agonist
DB05265	P18314	inhibitor
DB05266	P27815	inhibitor
DB05266	Q07343	inhibitor
DB05266	Q08493	inhibitor
DB05266	Q08499	inhibitor
DB05266	Q14432	inhibitor
DB05268	P04049	unknown
DB05271	P35462	ant/agonist
DB05271	P21917	ant/agonist
DB05271	P21918	ant/agonist
DB05271	P14416	ant/agonist
DB05271	P21728	ant/agonist
DB05271	P08908	ant/agonist
DB05271	P18089	ant/agonist
DB05271	P08684	substrate
DB05271	P10635	inhibitor
DB05276	Q69600	unknown
DB05282	O95831	unknown
DB05284	P07437	unknown
DB05289	Q9Y6K9	unknown
DB05290	P25101	unknown
DB05294	P15692	inhibitor
DB05294	P00533	inhibitor
DB05294	Q13882	inhibitor
DB05294	Q02763	inhibitor
DB05294	P07949	unknown
DB05294	Q01740	substrate
DB05294	P31513	substrate
DB05294	P08684	substrate
DB05294	P02763	other
DB05294	P02768	other
DB05294	P33527	inhibitor
DB05294	Q9UNQ0	inhibitor
DB05294	O15244	inhibitor
DB05294	P08183	inhibitor
DB05295	P11473	unknown
DB05297	P10415	unknown
DB05298	Q08499	unknown
DB05299	P60568	unknown
DB05301	Q13393	unknown
DB05301	P29466	unknown
DB05303	P01375	unknown
DB05303	P14778	unknown
DB05304	Q16790	unknown
DB05304	P60568	unknown
DB05305	P35225	unknown
DB05308	P04818	unknown
DB05309	P08620	unknown
DB05311	P03952	inhibitor
DB05316	P28223	ant/agonist
DB05316	P14416	unknown
DB05317	P37268	unknown
DB05317	P04035	unknown
DB05319	P16422	unknown
DB05321	Q45697	unknown
DB05327	P15121	unknown
DB05328	P04585	unknown
DB05332	P40238	ant/agonist
DB05337	P48060	unknown
DB05339	P08908	unknown
DB05343	P04271	unknown
DB05345	P35367	unknown
DB05351	P20648	inhibitor
DB05351	P51164	inhibitor
DB05351	O94760	unknown
DB05351	P33261	inhibitor
DB05351	P08684	substrate
DB05352	P02766	unknown
DB05361	P01008	unknown
DB05361	P25116	unknown
DB05362	P00742	unknown
DB05364	P10147	unknown
DB05367	P25101	unknown
DB05369	P25021	unknown
DB05374	P00533	unknown
DB05381	P35367	ant/agonist
DB05381	P25021	ant/agonist
DB05381	Q9Y5N1	ant/agonist
DB05381	Q9H3N8	ant/agonist
DB05381	Q05940	unknown
DB05381	P50135	substrate
DB05381	O15244	inhibitor
DB05381	O15245	unknown
DB05381	O75751	inhibitor
DB05381	O76082	inhibitor
DB05382	Q92911	unknown
DB05382	P07202	substrate
DB05382	P02768	other
DB05382	P01266	other
DB05382	O43511	substrate
DB05383	P35228	inhibitor
DB05383	P15121	unknown
DB05383	P35625	unknown
DB05383	O15244	inhibitor
DB05386	P15509	unknown
DB05386	Q16498	unknown
DB05386	P06276	inhibitor
DB05387	P08253	unknown
DB05387	P14780	unknown
DB05387	P39900	unknown
DB05389	Q7L5Y9	unknown
DB05389	Q86VB7	unknown
DB05390	P41231	unknown
DB05391	P07359	unknown
DB05394	P09172	other
DB05395	P13945	unknown
DB05396	P05177	inhibitor
DB05398	P03366	unknown
DB05398	P21926	unknown
DB05399	P19320	unknown
DB05403	P53778	unknown
DB05404	P04637	unknown
DB05407	P05305	unknown
DB05408	P29466	unknown
DB05408	P42574	unknown
DB05408	P55210	unknown
DB05412	Q16539	unknown
DB05412	P01375	unknown
DB05412	P01584	unknown
DB05412	P00403	unknown
DB05413	P05154	unknown
DB05414	Q81ZL8	unknown
DB05415	O76074	unknown
DB05416	Q03181	ant/agonist
DB05416	Q07869	ant/agonist
DB05417	P23415	unknown
DB05418	P25103	unknown
DB05419	Q9NYX4	unknown
DB05420	P23921	unknown
DB05421	P25103	unknown
DB05422	P31645	unknown
DB05423	P04150	unknown
DB05424	P00533	unknown
DB05428	Q16881	unknown
DB05428	Q9NNW7	unknown
DB05428	P31350	unknown
DB05429	P51671	unknown
DB05431	P09917	unknown
DB05432	Q9NYX4	unknown
DB05434	P09038	unknown
DB05434	P14210	unknown
DB05434	P15692	unknown
DB05434	P10145	unknown
DB05442	P01584	unknown
DB05443	P41145	unknown
DB05446	P02749	unknown
DB05447	P41235	unknown
DB05448	Q16881	unknown
DB05449	P08183	unknown
DB05451	Q00653	unknown
DB05451	P19838	unknown
DB05452	P37288	unknown
DB05452	P47901	unknown
DB05455	P47901	unknown
DB05457	P04818	unknown
DB05458	P43681	unknown
DB05458	P17787	unknown
DB05459	P29460	unknown
DB05459	Q9NPF7	unknown
DB05460	P09211	unknown
DB05461	P41595	unknown
DB05461	P18825	unknown
DB05461	P18089	unknown
DB05463	Q9NR96	unknown
DB05464	Q00653	unknown
DB05464	P19838	unknown
DB05465	P36888	unknown
DB05465	Q9GZP0	unknown
DB05466	P25103	unknown
DB05467	P13631	unknown
DB05468	P13612	unknown
DB05469	P35348	unknown
DB05469	P35368	unknown
DB05469	P25100	unknown
DB05470	Q16539	unknown
DB05470	P01375	unknown
DB05470	P01584	unknown
DB05470	P05231	unknown
DB05471	P19838	unknown
DB05471	Q00653	unknown
DB05472	P17181	unknown
DB05472	P48551	unknown
DB05475	O60603	unknown
DB05475	O00206	unknown
DB05475	Q9NYK1	unknown
DB05475	Q9NR96	unknown
DB05476	Q03405	unknown
DB05478	P08684	unknown
DB05479	Q01726	unknown
DB05481	P01009	unknown
DB05482	P11387	unknown
DB05482	P08684	inhibitor
DB05483	Q5T4S7	unknown
DB05483	P08048	unknown
DB05484	P10145	unknown
DB05487	P03372	unknown
DB05487	Q00653	unknown
DB05487	P19838	unknown
DB05488	P0AES6	unknown
DB05488	Q02880	unknown
DB05488	P05177	inhibitor
DB05489	P00521	unknown
DB05490	P37231	ant/agonist
DB05492	P35372	unknown
DB05492	P28223	unknown
DB05492	P41595	unknown
DB05492	P28335	unknown
DB05492	P35348	unknown
DB05492	P35368	unknown
DB05492	P25100	unknown
DB05492	P08913	unknown
DB05492	P18089	unknown
DB05492	P18825	unknown
DB05492	P35367	unknown
DB05492	P41146	unknown
DB05494	P27707	unknown
DB05495	P14780	unknown
DB05501	P61073	unknown
DB05501	P51681	unknown
DB05505	P24557	unknown
DB05506	P18031	unknown
DB05507	P29466	unknown
DB05507	P01584	unknown
DB05509	P35372	unknown
DB05509	P08908	unknown
DB05511	P0DMS8	unknown
DB05513	P05231	unknown
DB05513	P01375	unknown
DB05514	P51788	unknown
DB05518	P09467	unknown
DB05521	B0B3C9	inhibitor
DB05521	Q9Y6L6	inhibitor
DB05521	O94956	inhibitor
DB05521	P08684	inhibitor
DB05521	P02768	substrate
DB05521	P02763	substrate
DB05521	P08183	inhibitor
DB05524	P00533	unknown
DB05530	Q9NR96	unknown
DB05532	Q5NUL3	unknown
DB05533	P15121	unknown
DB05540	P30520	unknown
DB05540	Q8N142	unknown
DB05540	P0A786	unknown
DB05540	Q9UPY5	unknown
DB05541	Q7L0J3	unknown
DB05541	P35498	inhibitor
DB05541	P08684	substrate
DB05541	P33261	substrate
DB05541	P20813	substrate
DB05541	P11712	substrate
DB05542	Q13639	ant/agonist
DB05552	O00329	inhibitor
DB05552	P48736	inhibitor
DB05553	Q9H244	ant/agonist
DB05559	Q00653	inhibitor
DB05562	P08908	ant/agonist
DB05578	P35968	ant/agonist
DB05590	P07550	ant/agonist
DB05595	P15328	other
DB05607	P41595	ant/agonist
